100,628.3185307,0.099274328,0.098788721,0.094,84.3305761,0.00228,82.08
500,3141.592654,0.496371639,0.4446117,0.425,63.60150189,0.000353,63.54
1000,6283.185307,0.992743279,0.704527128,0.68,45.20864588,0.000137,49.32
5000,31415.92654,4.963716393,0.9803041,0.975,11.39045185,0.00000552,9.936
10000,62831.85307,9.927432785,0.99496492,0.994,5.752057334,0.000002055,7.398
