100,628.3185307,0.099274328,0.995108431,0.995,-5.669423898,0.000131,-4.716
500,3141.592654,0.496371639,0.895723415,0.902,-26.39849811,0.000126,-22.68
1000,6283.185307,0.992743279,0.709677057,0.728,-44.79135412,0.000114,-41.04
5000,31415.92654,4.963716393,0.197493979,0.214,-78.60954815,0.0000497,-89.46
10000,62831.85307,9.927432785,0.100223788,0.11,-84.24794267,0.00002409,-86.724
